2007-10-15 Air Canada Centre, Toronto, ON - /gig:2007-10-15-air-canada-centre-toronto-on
2007-10-14 Scotiabank Place, Ottawa, ON - /gig:2007-10-14-scotiabank-place-ottawa-on
2007-10-10 Continental Airlines Arena, East Rutherford, NJ - /gig:2007-10-10-continental-airlines-arena-east-rutherford-nj
2007-10-09 Continental Airlines Arena, East Rutherford, NJ - /gig:2007-10-09-continental-airlines-arena-east-rutherford-nj
2007-10-06 Wachovia Center, Philadelphia, PA - /gig:2007-10-06-wachovia-center-philadelphia-pa
2007-10-05 Wachovia Center, Philadelphia, PA - /gig:2007-10-05-wachovia-center-philadelphia-pa
2007-10-02 Hartford Civic Center, Hartford, CT - /gig:2007-10-02-civic-center-hartford-ct
2007-09-28 Rockefeller Plaza, New York City, NY - /gig:2007-09-28-rockefeller-plaza-new-york-city-ny
2006-11-21 Odyssey Arena, Belfast, Northern Ireland - /gig:2006-11-21-odyssey-arena-belfast-northern-ireland
2006-11-19 Point Theatre (The), Dublin, Ireland - /gig:2006-11-19-point-theatre-dublin-ireland
2006-11-18 Point Theatre (The), Dublin, Ireland - /gig:2006-11-18-point-theatre-dublin-ireland
2006-11-17 Point Theatre (The), Dublin, Ireland - /gig:2006-11-17-point-theatre-dublin-ireland
2006-11-14 Hallam FM Arena, Sheffield, England - /gig:2006-11-14-hallam-fm-arena-sheffield-england
2006-11-12 Wembley Arena, London, England - /gig:2006-11-12-wembley-arena-london-england
2006-11-11 Wembley Arena, London, England - /gig:2006-11-11-wembley-arena-london-england
2006-11-09 NEC Arena, Birmingham, England - /gig:2006-11-09-nec-arena-birmingham-england
2006-11-07 Sportpaleis, Antwerp, Belgium - /gig:2006-11-07-sportpaleis-antwerp-belgium
2006-11-06 Kölnarena, Cologne, Germany - /gig:2006-11-06-kolnarena-cologne-germany
2006-10-30 Globen, Stockholm, Sweden - /gig:2006-10-30-globen-stockholm-sweden
2006-10-29 Oslo Spektrum, Oslo, Norway - /gig:2006-10-29-spektrum-oslo-norway
2006-10-28 Parken Stadium, Copenhagen, Denmark - /gig:2006-10-28-parken-stadium-copenhagen-denmark
2006-10-25 Pabellón Deportivo, Santander, Spain - /gig:2006-10-25-pabellon-deportivo-santander-spain
2006-10-24 Palau Sant Jordi, Barcelona, Spain - /gig:2006-10-24-palau-sant-jordi-barcelona-spain
2006-10-22 Plaza De Toros De Granada, Granada, Spain - /gig:2006-10-22-plaza-de-toros-granada-spain
2006-10-21 Estadi Ciutat De València, València, Spain - /gig:2006-10-21-estadi-ciutat-valencia-spain
2006-10-19 Plaza De Toros De Las Ventas, Madrid, Spain - /gig:2006-10-19-plaza-de-toros-madrid-spain
2006-10-13 Sportpaleis Ahoy, Rotterdam, The Netherlands - /gig:2006-10-13-sportpaleis-ahoy-rotterdam-netherlands
2006-10-12 Color Line Arena, Hamburg, Germany - /gig:2006-10-12-color-line-arena-hamburg-germany
2006-10-10 PalaLottomatica, Rome, Italy - /gig:2006-10-10-palalottomatica-rome-italy
2006-10-08 PalaMaggiò, Caserta, Italy - /gig:2006-10-08-palamaggio-caserta-italy
2006-10-07 Arena Santa Giuliana, Perugia, Italy - /gig:2006-10-07-arena-santa-giuliana-perugia-italy
2006-10-05 Arena Di Verona, Verona, Italy - /gig:2006-10-05-arena-verona-italy
2006-10-04 Villa Manin, Udine, Italy - /gig:2006-10-04-villa-manin-udine-italy
2006-10-02 PalaIsozaki, Turin, Italy - /gig:2006-10-02-palaisozaki-turin-italy
2006-10-01 PalaMalaguti, Bologna, Italy - /gig:2006-10-01-palamalaguti-bologna-italy
2006-06-25 PNC Bank Arts Center, Holmdel, NJ - /gig:2006-06-25-pnc-bank-arts-center-holmdel-nj
2006-06-22 Madison Square Garden, New York City, NY - /gig:2006-06-22-madison-square-garden-new-york-city-ny
2006-06-20 Tweeter Center At The Waterfront, Camden, NJ - /gig:2006-06-20-tweeter-center-camden-nj
2006-06-19 Saratoga Performing Arts Center, Saratoga Springs, NY - /gig:2006-06-19-spac-saratoga-springs-ny
2006-06-17 DTE Energy Music Theatre, Clarkston, MI - /gig:2006-06-17-dte-energy-music-theatre-clarkston-mi
2006-06-16 Blossom Music Center, Cuyahoga Falls, OH - /gig:2006-06-16-blossom-music-center-cuyahoga-falls-oh
2006-06-14 Bradley Center, Milwaukee, WI - /gig:2006-06-14-bradley-center-milwaukee-wi
2006-06-13 First Midwest Bank Amphitheatre, Tinley Park, IL - /gig:2006-06-13-first-midwest-bank-amphitheatre-tinley-park-i
2006-06-11 Xcel Energy Center, Saint Paul, MN - /gig:2006-06-11-xcel-energy-center-saint-paul-mn
2006-06-10 Wells Fargo Arena, Des Moines, IA - /gig:2006-06-10-wells-fargo-arena-des-moines-ia
2006-06-06 Sleep Train Pavilion, Concord, CA - /gig:2006-06-06-sleep-train-pavilion-concord-ca
2006-06-05 Studio 3, NBC Studios, Burbank, CA - /gig:2006-06-05-studio-3-nbc-studios-burbank-ca
2006-06-05 Greek Theatre, Los Angeles, CA - /gig:2006-06-05-greek-theatre-los-angeles-ca
2006-06-03 Glendale Arena, Glendale, AZ - /gig:2006-06-03-arena-glendale-az
2006-05-31 Verizon Wireless Music Center, Noblesville, IN - /gig:2006-05-31-verizon-wireless-music-center-noblesville-in
2006-05-30 Germain Amphitheater, Columbus, OH - /gig:2006-05-30-germain-amphitheater-columbus-oh
2006-05-27 Tweeter Center For The Performing Arts, Mansfield, MA - /gig:2006-05-27-tweeter-center-mansfield-ma
2006-05-21 Hovet, Stockholm, Sweden - /gig:2006-05-21-hovet-stockholm-sweden
2006-05-20 Oslo Spektrum, Oslo, Norway - /gig:2006-05-20-spektrum-oslo-norway
2006-05-17 Festhalle, Frankfurt, Germany - /gig:2006-05-17-festhalle-frankfurt-germany
2006-05-16 Heineken Music Hall, Amsterdam, The Netherlands - /gig:2006-05-16-heineken-music-hall-amsterdam-netherlands
2006-05-14 Pavelló Olímpic De Badalona, Barcelona, Spain - /gig:2006-05-14-pavello-olimpic-de-badalona-barcelona-spain
2006-05-12 DatchForum, Milan, Italy - /gig:2006-05-12-datchforum-milan-italy
2006-05-10 Palais Omnisports De Paris-Bercy, Paris, France - /gig:2006-05-10-palais-omnisports-paris-france
2006-05-09 LSO St. Luke's, London, England - /gig:2006-05-09-lso-st-luke-s-london-england
2006-05-08 Hammersmith Apollo, London, England - /gig:2006-05-08-hammersmith-apollo-london-england
2006-05-07 Manchester Evening News Arena, Manchester, England - /gig:2006-05-07-evening-news-arena-manchester-england
2006-05-05 Point Theatre (The), Dublin, Ireland - /gig:2006-05-05-point-theatre-dublin-ireland
2006-04-30 New Orleans Fairgrounds, New Orleans, LA - /gig:2006-04-30-fairgrounds-new-orleans-la
2006-02-08 Staples Center, Los Angeles, CA - /gig:2006-02-08-staples-center-los-angeles-ca
2006-01-14 Winter Garden Atrium, New York City, NY - /gig:2006-01-14-winter-garden-atrium-new-york-city-ny
2005-11-22 Sovereign Bank Arena, Trenton, NJ - /gig:2005-11-22-sovereign-bank-arena-trenton-nj
2005-11-21 Sovereign Bank Arena, Trenton, NJ - /gig:2005-11-21-sovereign-bank-arena-trenton-nj
2005-11-19 Hard Rock Live, Hollywood, FL - /gig:2005-11-19-hard-rock-live-hollywood-fl
2005-11-17 Continental Airlines Arena, East Rutherford, NJ - /gig:2005-11-17-continental-airlines-arena-east-rutherford-nj
2005-11-16 Continental Airlines Arena, East Rutherford, NJ - /gig:2005-11-16-continental-airlines-arena-east-rutherford-nj
2005-11-13 Boardwalk Hall, Atlantic City, NJ - /gig:2005-11-13-boardwalk-hall-atlantic-city-nj
2005-11-11 Ted Constant Convocation Center, Norfolk, VA - /gig:2005-11-11-ted-constant-convocation-center-norfolk-va
2005-11-09 Wachovia Spectrum, Philadelphia, PA - /gig:2005-11-09-wachovia-spectrum-philadelphia-pa
2005-11-08 Wachovia Spectrum, Philadelphia, PA - /gig:2005-11-08-wachovia-spectrum-philadelphia-pa
2005-11-04 St. Pete Times Forum, Tampa, FL - /gig:2005-11-04-st-pete-times-forum-tampa-fl
2005-10-30 TD Banknorth Garden, Boston, MA - /gig:2005-10-30-td-banknorth-garden-boston-ma
2005-10-28 TD Banknorth Garden, Boston, MA - /gig:2005-10-28-td-banknorth-garden-boston-ma
2005-10-24 Richmond Coliseum, Richmond, VA - /gig:2005-10-24-coliseum-richmond-va
2005-10-21 Dunkin' Donuts Center, Providence, RI - /gig:2005-10-21-dunkin-donuts-center-providence-ri
2005-10-20 DCU Center, Worcester, MA - /gig:2005-10-20-dcu-center-worcester-ma
2005-10-15 Veterans Memorial Coliseum, Madison, WI - /gig:2005-10-15-veterans-memorial-coliseum-madison-wi
2005-10-13 United Center, Chicago, IL - /gig:2005-10-13-united-center-chicago-il
2005-10-12 Northrop Auditorium, Minneapolis, MN - /gig:2005-10-12-northrop-auditorium-minneapolis-mn
2005-10-09 Nassau Veterans Memorial Coliseum, Uniondale, NY - /gig:2005-10-09-nassau-coliseum-uniondale-ny
2005-10-07 Hartford Civic Center, Hartford, CT - /gig:2005-10-07-civic-center-hartford-ct
2005-10-06 Blue Cross Arena At The War Memorial, Rochester, NY - /gig:2005-10-06-blue-cross-arena-rochester-ny
2005-10-04 Paramount Theatre, Asbury Park, NJ - /gig:2005-10-04-paramount-theatre-asbury-park-nj
2005-08-13 Pontiac Theatre, Vancouver, BC - /gig:2005-08-13-pontiac-theatre-vancouver-bc
2005-08-11 KeyArena At Seattle Center, Seattle, WA - /gig:2005-08-11-keyarena-seattle-wa
2005-08-10 Theater Of The Clouds, Portland, OR - /gig:2005-08-10-theater-of-the-clouds-portland-or
2005-08-07 Bradley Center, Milwaukee, WI - /gig:2005-08-07-bradley-center-milwaukee-wi
2005-08-06 Fox Theatre, St. Louis, MO - /gig:2005-08-06-fox-theatre-st-louis-mo
2005-08-03 Van Andel Arena, Grand Rapids, MI - /gig:2005-08-03-van-andel-arena-grand-rapids-mi
2005-08-01 U.S. Bank Arena, Cincinnati, OH - /gig:2005-08-01-u-s-bank-arena-cincinnati-oh
2005-07-31 Value City Theatre, Schottenstein Center, Columbus, OH - /gig:2005-07-31-value-city-theatre-columbus-oh
2005-07-28 Petersen Events Center, Pittsburgh, PA - /gig:2005-07-28-petersen-events-center-pittsburgh-pa
2005-07-26 Greensboro Coliseum, Greensboro, NC - /gig:2005-07-26-coliseum-greensboro-nc
2005-07-24 Charlotte Coliseum, Charlotte, NC - /gig:2005-07-24-coliseum-charlotte-nc
2005-07-23 Philips Arena, Atlanta, GA - /gig:2005-07-23-philips-arena-atlanta-ga
2005-07-20 Arena At Harbor Yard, Bridgeport, CT - /gig:2005-07-20-arena-at-harbor-yard-bridgeport-ct
2005-07-18 HSBC Arena, Buffalo, NY - /gig:2005-07-18-hsbc-arena-buffalo-ny
2005-07-16 Pepsi Arena, Albany, NY - /gig:2005-07-16-pepsi-arena-albany-ny
2005-07-14 Air Canada Centre, Toronto, ON - /gig:2005-07-14-air-canada-centre-toronto-on
2005-07-13 Corel Centre, Ottawa, ON - /gig:2005-07-13-corel-centre-ottawa-on
2005-06-28 ICC Berlin, Berlin, Germany - /gig:2005-06-28-icc-berlin-germany
2005-06-27 Color Line Arena, Hamburg, Germany - /gig:2005-06-27-color-line-arena-hamburg-germany
2005-06-25 Hovet, Stockholm, Sweden - /gig:2005-06-25-hovet-stockholm-sweden
2005-06-23 Scandinavium, Gothenburg, Sweden - /gig:2005-06-23-scandinavium-gothenburg-sweden
2005-06-22 Forum København, Copenhagen, Denmark - /gig:2005-06-22-forum-kobenhavn-copenhagen-denmark
2005-06-20 Palais Omnisports De Paris-Bercy, Paris, France - /gig:2005-06-20-palais-omnisports-paris-france
2005-06-19 Sportpaleis Ahoy, Rotterdam, The Netherlands - /gig:2005-06-19-sportpaleis-ahoy-rotterdam-netherlands
2005-06-16 Philipshalle, Düsseldorf, Germany - /gig:2005-06-16-philipshalle-dusseldorf-germany
2005-06-15 Festhalle, Frankfurt, Germany - /gig:2005-06-15-festhalle-frankfurt-germany
2005-06-13 Olympiahalle, Munich, Germany - /gig:2005-06-13-olympiahalle-munich-germany
2005-06-07 DatchForum, Milan, Italy - /gig:2005-06-07-datchforum-milan-italy
2005-06-06 PalaLottomatica, Rome, Italy - /gig:2005-06-06-palalottomatica-rome-italy
2005-06-04 PalaMalaguti, Bologna, Italy - /gig:2005-06-04-palamalaguti-bologna-italy
2005-06-02 Palacio De Deportes De Comunidad De Madrid, Madrid, Spain - /gig:2005-06-02-palacio-de-deportes-madrid-spain
2005-06-01 Pavelló Olímpic De Badalona, Barcelona, Spain - /gig:2005-06-01-pavello-olimpic-de-badalona-barcelona-spain
2005-05-30 Forest National, Brussels, Belgium - /gig:2005-05-30-forest-national-brussels-belgium
2005-05-28 Royal Albert Hall, London, England - /gig:2005-05-28-royal-albert-hall-london-england
2005-05-27 Royal Albert Hall, London, England - /gig:2005-05-27-royal-albert-hall-london-england
2005-05-24 Point Theatre (The), Dublin, Ireland - /gig:2005-05-24-point-theatre-dublin-ireland
2005-05-20 Orpheum Theatre, Boston, MA - /gig:2005-05-20-orpheum-theatre-boston-ma
2005-05-19 Theater At The Continental Airlines Arena, East Rutherford, NJ - /gig:2005-05-19-continental-airlines-arena-east-rutherford-nj
2005-05-17 Tower Theater, Upper Darby, Philadelphia, PA - /gig:2005-05-17-tower-theater-philadelphia-pa
2005-05-15 Wolstein Center, Cleveland, OH - /gig:2005-05-15-wolstein-center-cleveland-oh
2005-05-14 Patriot Center, George Mason University, Fairfax, VA - /gig:2005-05-14-patriot-center-fairfax-va
2005-05-11 Rosemont Theatre, Rosemont, IL - /gig:2005-05-11-theatre-rosemont-il
2005-05-10 Xcel Energy Center, Saint Paul, MN - /gig:2005-05-10-xcel-energy-center-saint-paul-mn
2005-05-07 Lecture Hall (The), Colorado Convention Center, Denver, CO - /gig:2005-05-07-lecture-hall-denver-co
2005-05-05 Paramount Theatre, Oakland, CA - /gig:2005-05-05-paramount-theatre-oakland-ca
2005-05-03 Pantages Theatre, Hollywood, CA - /gig:2005-05-03-pantages-theatre-hollywood-ca
2005-05-02 Pantages Theatre, Hollywood, CA - /gig:2005-05-02-pantages-theatre-hollywood-ca
2005-04-30 Glendale Arena, Glendale, AZ - /gig:2005-04-30-arena-glendale-az
2005-04-28 Nokia Live At Grand Prairie, Grand Prairie, TX - /gig:2005-04-28-nokia-live-grand-prairie-tx
2005-04-25 Fox Theatre, Detroit, MI - /gig:2005-04-25-fox-theatre-detroit-mi
2005-04-10 Stone Pony (The), Asbury Park, NJ - /gig:2005-04-10-stone-pony-asbury-park-nj
2005-04-04 Joan And Robert Rechnitz Theater, Red Bank, NJ - /gig:2005-04-04-joan-and-robert-rechnitz-theater-red-bank-nj
2004-12-19 Harry's Roadhouse, Asbury Park, NJ (Late) - /gig:2004-12-19-harry-s-roadhouse-asbury-park-nj-late
2004-12-19 Harry's Roadhouse, Asbury Park, NJ (Early) - /gig:2004-12-19-harry-s-roadhouse-asbury-park-nj-early
2004-12-02 Heinz Hall For The Performing Arts, Pittsburgh, PA - /gig:2004-12-02-heinz-hall-pittsburgh-pa
2004-11-06 Stone Pony (The), Asbury Park, NJ - /gig:2004-11-06-stone-pony-asbury-park-nj
2004-10-13 Continental Airlines Arena, East Rutherford, NJ - /gig:2004-10-13-continental-airlines-arena-east-rutherford-nj
2004-10-11 MCI Center, Washington, DC - /gig:2004-10-11-mci-center-washington-dc
2004-10-08 TD Waterhouse Centre, Orlando, FL - /gig:2004-10-08-td-waterhouse-centre-orlando-fl
2004-10-05 Xcel Energy Center, Saint Paul, MN - /gig:2004-10-05-xcel-energy-center-saint-paul-mn
2004-10-03 Cobo Arena, Detroit, MI - /gig:2004-10-03-cobo-arena-detroit-mi
2004-10-02 Gund Arena, Cleveland, OH - /gig:2004-10-02-gund-arena-cleveland-oh
2004-10-01 Wachovia Center, Philadelphia, PA - /gig:2004-10-01-wachovia-center-philadelphia-pa
2004-09-21 Bowery Ballroom, New York City, NY - /gig:2004-09-21-bowery-ballroom-new-york-city-ny
2004-03-16 Beacon Theatre, New York City, NY - /gig:2004-03-16-beacon-theatre-new-york-city-ny
2003-12-08 Convention Hall, Asbury Park, NJ - /gig:2003-12-08-convention-hall-asbury-park-nj
2003-12-07 Convention Hall, Asbury Park, NJ - /gig:2003-12-07-convention-hall-asbury-park-nj
2003-12-05 Convention Hall, Asbury Park, NJ - /gig:2003-12-05-convention-hall-asbury-park-nj
2003-11-01 Stone Pony (The), Asbury Park, NJ - /gig:2003-11-01-stone-pony-asbury-park-nj
2003-10-04 Shea Stadium, New York City, NY - /gig:2003-10-04-shea-stadium-new-york-city-ny
2003-10-03 Shea Stadium, New York City, NY - /gig:2003-10-03-shea-stadium-new-york-city-ny
2003-10-01 Shea Stadium, New York City, NY - /gig:2003-10-01-shea-stadium-new-york-city-ny
2003-09-27 Miller Park, Milwaukee, WI - /gig:2003-09-27-miller-park-milwaukee-wi
2003-09-25 Invesco Field At Mile High, Denver, CO - /gig:2003-09-25-invesco-field-at-mile-high-denver-co
2003-09-21 Comerica Park, Detroit, MI - /gig:2003-09-21-comerica-park-detroit-mi
2003-09-20 Darien Lake Performing Arts Center, Darien, NY - /gig:2003-09-20-darien-lake-performing-arts-center-darien-ny
2003-09-18 Rentschler Field, East Hartford, CT - /gig:2003-09-18-rentschler-field-east-hartford-ct
2003-09-16 Rentschler Field, East Hartford, CT - /gig:2003-09-16-rentschler-field-east-hartford-ct
2003-09-14 Kenan Memorial Stadium, Chapel Hill, NC - /gig:2003-09-14-kenan-memorial-stadium-chapel-hill-nc
2003-09-13 FedExField, Landover, MD - /gig:2003-09-13-fedexfield-landover-md
2003-09-10 SkyDome, Toronto, ON - /gig:2003-09-10-skydome-toronto-on
2003-09-07 Fenway Park, Boston, MA - /gig:2003-09-07-fenway-park-boston-ma
2003-09-06 Fenway Park, Boston, MA - /gig:2003-09-06-fenway-park-boston-ma
2003-08-31 Giants Stadium, East Rutherford, NJ - /gig:2003-08-31-giants-stadium-east-rutherford-nj
2003-08-30 Giants Stadium, East Rutherford, NJ - /gig:2003-08-30-giants-stadium-east-rutherford-nj
2003-08-28 Giants Stadium, East Rutherford, NJ - /gig:2003-08-28-giants-stadium-east-rutherford-nj
2003-08-17 Dodger Stadium, Los Angeles, CA - /gig:2003-08-17-dodger-stadium-los-angeles-ca
2003-08-16 Pacific Bell Park, San Francisco, CA - /gig:2003-08-16-pacific-bell-park-san-francisco-ca
2003-08-13 U.S. Cellular Field, Chicago, IL - /gig:2003-08-13-u-s-cellular-field-chicago-il
2003-08-11 Lincoln Financial Field, Philadelphia, PA - /gig:2003-08-11-lincoln-financial-field-philadelphia-pa
2003-08-09 Lincoln Financial Field, Philadelphia, PA - /gig:2003-08-09-lincoln-financial-field-philadelphia-pa
2003-08-08 Lincoln Financial Field, Philadelphia, PA - /gig:2003-08-08-lincoln-financial-field-philadelphia-pa
2003-08-06 PNC Park, Pittsburgh, PA - /gig:2003-08-06-pnc-park-pittsburgh-pa
2003-08-02 Gillette Stadium, Foxborough, MA - /gig:2003-08-02-gillette-stadium-foxborough-ma
2003-08-01 Gillette Stadium, Foxborough, MA - /gig:2003-08-01-gillette-stadium-foxborough-ma
2003-07-27 Giants Stadium, East Rutherford, NJ - /gig:2003-07-27-giants-stadium-east-rutherford-nj
2003-07-26 Giants Stadium, East Rutherford, NJ - /gig:2003-07-26-giants-stadium-east-rutherford-nj
2003-07-24 Giants Stadium, East Rutherford, NJ - /gig:2003-07-24-giants-stadium-east-rutherford-nj
2003-07-21 Giants Stadium, East Rutherford, NJ - /gig:2003-07-21-giants-stadium-east-rutherford-nj
2003-07-18 Giants Stadium, East Rutherford, NJ - /gig:2003-07-18-giants-stadium-east-rutherford-nj
2003-07-17 Giants Stadium, East Rutherford, NJ - /gig:2003-07-17-giants-stadium-east-rutherford-nj
2003-07-15 Giants Stadium, East Rutherford, NJ - /gig:2003-07-15-giants-stadium-east-rutherford-nj
2003-06-28 Stadio Giuseppe Meazza, Milan, Italy - /gig:2003-06-28-stadio-giuseppe-meazza-milan-italy
2003-06-25 Ernst-Happel-Stadion, Vienna, Austria - /gig:2003-06-25-ernst-happel-stadion-vienna-austria
2003-06-22 Ullevi, Gothenburg, Sweden - /gig:2003-06-22-ullevi-gothenburg-sweden
2003-06-21 Ullevi, Gothenburg, Sweden - /gig:2003-06-21-ullevi-gothenburg-sweden
2003-06-19 Valle Hovin Stadion, Oslo, Norway - /gig:2003-06-19-valle-hovin-stadion-oslo-norway
2003-06-17 Olympiastadion, Helsinki, Finland - /gig:2003-06-17-olympiastadion-helsinki-finland
2003-06-16 Olympiastadion, Helsinki, Finland - /gig:2003-06-16-olympiastadion-helsinki-finland
2003-06-14 Parken Stadium, Copenhagen, Denmark - /gig:2003-06-14-parken-stadium-copenhagen-denmark
2003-06-12 AOL Arena, Hamburg, Germany - /gig:2003-06-12-aol-arena-hamburg-germany
2003-06-10 Olympiastadion, Munich, Germany - /gig:2003-06-10-olympiastadion-munich-germany
2003-06-08 Stadio Artemio Franchi, Florence, Italy - /gig:2003-06-08-stadio-artemio-franchi-florence-italy
2003-05-31 RDS Arena, Dublin, Ireland - /gig:2003-05-31-rds-arena-dublin-ireland
2003-05-29 Old Trafford Cricket Ground, Manchester, England - /gig:2003-05-29-old-trafford-cricket-ground-manchester-englan
2003-05-27 National Sports Stadium, London, England - /gig:2003-05-27-national-sports-stadium-london-england
2003-05-26 National Sports Stadium, London, England - /gig:2003-05-26-national-sports-stadium-london-england
2003-05-24 Stade De France, Saint-Denis, France - /gig:2003-05-24-stade-de-france-saint-denis-france
2003-05-22 Arena Aufschalke, Gelsenkirchen, Germany - /gig:2003-05-22-arena-aufschalke-gelsenkirchen-germany
2003-05-19 Estadio De La Comunidad De Madrid, Madrid, Spain - /gig:2003-05-19-estadio-de-la-comunidad-madrid-spain
2003-05-17 Estadi Olímpic Lluís Companys, Barcelona, Spain - /gig:2003-05-17-estadi-olimpic-lluis-companys-barcelona-spain
2003-05-15 Estadio Municipal El Molinón, Gijón, Spain - /gig:2003-05-15-estadio-municipal-el-molinon-gijon-spain
2003-05-12 Koning Boudewijnstadion, Brussels, Belgium - /gig:2003-05-12-koning-boudewijnstadion-brussels-belgium
2003-05-10 Südweststadion, Ludwigshafen, Germany - /gig:2003-05-10-sudweststadion-ludwigshafen-germany
2003-05-08 Stadion Feijenoord, Rotterdam, The Netherlands - /gig:2003-05-08-stadion-feijenoord-rotterdam-netherlands
2003-05-06 Stadion Feijenoord, Rotterdam, The Netherlands - /gig:2003-05-06-stadion-feijenoord-rotterdam-netherlands
2003-05-02 Stone Pony (The), Asbury Park, NJ - /gig:2003-05-02-stone-pony-asbury-park-nj
2003-04-29 Count Basie Theatre, Red Bank, NJ - /gig:2003-04-29-count-basie-theatre-red-bank-nj
2003-04-19 Bell Centre, Montreal, QC - /gig:2003-04-19-bell-centre-montreal-qc
2003-04-18 Corel Centre, Ottawa, ON - /gig:2003-04-18-corel-centre-ottawa-on
2003-04-14 Skyreach Centre, Edmonton, AB - /gig:2003-04-14-skyreach-centre-edmonton-ab
2003-04-13 Pengrowth Saddledome, Calgary, AB - /gig:2003-04-13-pengrowth-saddledome-calgary-ab
2003-04-11 Pacific Coliseum, Vancouver, BC - /gig:2003-04-11-pacific-coliseum-vancouver-bc
2003-04-09 ARCO Arena, Sacramento, CA - /gig:2003-04-09-arco-arena-sacramento-ca
2003-03-26 Brisbane Entertainment Centre, Brisbane, Australia - /gig:2003-03-26-entertainment-centre-brisbane-australia
2003-03-25 Brisbane Entertainment Centre, Brisbane, Australia - /gig:2003-03-25-entertainment-centre-brisbane-australia
2003-03-22 Sydney Cricket Ground, Sydney, Australia - /gig:2003-03-22-cricket-ground-sydney-australia
2003-03-20 Telstra Dome, Melbourne, Australia - /gig:2003-03-20-telstra-dome-melbourne-australia
2003-03-11 Blue Cross Arena At The War Memorial, Rochester, NY - /gig:2003-03-11-blue-cross-arena-rochester-ny
2003-03-10 Dunkin' Donuts Center, Providence, RI - /gig:2003-03-10-dunkin-donuts-center-providence-ri
2003-03-07 Boardwalk Hall, Atlantic City, NJ - /gig:2003-03-07-boardwalk-hall-atlantic-city-nj
2003-03-06 Richmond Coliseum, Richmond, VA - /gig:2003-03-06-coliseum-richmond-va
2003-03-04 Jacksonville Veterans Memorial Coliseum, Jacksonville, FL - /gig:2003-03-04-veterans-memorial-coliseum-jacksonville-fl
2003-03-02 Frank Erwin Center, Austin, TX - /gig:2003-03-02-frank-erwin-center-austin-tx
2003-02-28 Arena At Gwinnett Center (The), Duluth, GA - /gig:2003-02-28-arena-at-gwinnett-center-duluth-ga
2003-02-20 Somerville Theatre, Somerville, MA - /gig:2003-02-20-theatre-somerville-ma
2003-02-19 Somerville Theatre, Somerville, MA - /gig:2003-02-19-theatre-somerville-ma
2002-12-17 Conseco Fieldhouse, Indianapolis, IN - /gig:2002-12-17-conseco-fieldhouse-indianapolis-in
2002-12-16 Value City Arena, Columbus, OH - /gig:2002-12-16-value-city-arena-columbus-oh
2002-12-13 Pepsi Arena, Albany, NY - /gig:2002-12-13-pepsi-arena-albany-ny
2002-12-11 Rockefeller Center, GE Building, Studio 6A, New York City, NY - /gig:2002-12-11-rockefeller-center-new-york-city-ny
2002-12-09 Carolina Center, Columbia, SC - /gig:2002-12-09-carolina-center-columbia-sc
2002-12-08 Charlotte Coliseum, Charlotte, NC - /gig:2002-12-08-coliseum-charlotte-nc
2002-12-05 Air Canada Centre, Toronto, ON - /gig:2002-12-05-air-canada-centre-toronto-on
2002-12-04 Mellon Arena, Pittsburgh, PA - /gig:2002-12-04-mellon-arena-pittsburgh-pa
2002-12-02 Philips Arena, Atlanta, GA - /gig:2002-12-02-philips-arena-atlanta-ga
2002-11-24 Ice Palace, Tampa, FL - /gig:2002-11-24-ice-palace-tampa-fl
2002-11-23 American Airlines Arena, Miami, FL - /gig:2002-11-23-american-airlines-arena-miami-fl
2002-11-21 TD Waterhouse Centre, Orlando, FL - /gig:2002-11-21-td-waterhouse-centre-orlando-fl
2002-11-19 Birmingham-Jefferson Civic Center Arena, Birmingham, AL - /gig:2002-11-19-civic-center-arena-birmingham-al
2002-11-16 Greensboro Coliseum, Greensboro, NC - /gig:2002-11-16-coliseum-greensboro-nc
2002-11-14 Rupp Arena, Lexington, KY - /gig:2002-11-14-rupp-arena-lexington-ky
2002-11-12 U.S. Bank Arena, Cincinnati, OH - /gig:2002-11-12-u-s-bank-arena-cincinnati-oh
2002-11-04 Compaq Center, Houston, TX - /gig:2002-11-04-compaq-center-houston-tx
2002-11-03 American Airlines Center, Dallas, TX - /gig:2002-11-03-american-airlines-center-dallas-tx
2002-11-02 Tradewinds, Sea Bright, NJ - /gig:2002-11-02-tradewinds-sea-bright-nj
2002-10-27 Wembley Arena, London, England - /gig:2002-10-27-wembley-arena-london-england
2002-10-24 Globen, Stockholm, Sweden - /gig:2002-10-24-globen-stockholm-sweden
2002-10-22 Sportpaleis Ahoy, Rotterdam, The Netherlands - /gig:2002-10-22-sportpaleis-ahoy-rotterdam-netherlands
2002-10-20 Velodrom, Berlin, Germany - /gig:2002-10-20-velodrom-berlin-germany
2002-10-18 PalaMalaguti, Bologna, Italy - /gig:2002-10-18-palamalaguti-bologna-italy
2002-10-16 Palau Sant Jordi, Barcelona, Spain - /gig:2002-10-16-palau-sant-jordi-barcelona-spain
2002-10-14 Palais Omnisports De Paris-Bercy, Paris, France - /gig:2002-10-14-palais-omnisports-paris-france
2002-10-07 HSBC Arena, Buffalo, NY - /gig:2002-10-07-hsbc-arena-buffalo-ny
2002-10-06 First Union Center, Philadelphia, PA - /gig:2002-10-06-first-union-center-philadelphia-pa
